,customer_id,customer_name,customer_segment,order_id,order_date,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,order_details_id,product_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,product_name,product_category,product_subcategory,product_manufacturer
1064,12,Alan Dominguez,Home Office,CA-2018-127432,1/22/18,Great Falls,Montana,West,United States,59405,1/27/18,Standard Class,6710,113,3,0, $14.00 ,0.27, $51.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1065,17,Alejandro Ballentine,Home Office,CA-2018-127705,6/2/18,Lorain,Ohio,East,United States,44052,6/6/18,Standard Class,6722,113,2,0.2, $2.00 ,0.09, $27.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1066,138,Cathy Prescott,Corporate,CA-2018-144064,8/29/18,Quincy,Illinois,Central,United States,62301,9/1/18,First Class,7367,113,2,0.2, $2.00 ,0.09, $27.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1067,162,Chuck Magee,Consumer,CA-2017-145898,9/26/17,Redlands,California,West,United States,92374,9/26/17,Same Day,4847,113,3,0, $14.00 ,0.27, $51.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1068,185,Cynthia Delaney,Home Office,CA-2015-166961,12/27/15,Moreno Valley,California,West,United States,92553,12/31/15,Standard Class,1604,113,3,0, $14.00 ,0.27, $51.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1069,241,Doug Jacobs,Consumer,CA-2017-164511,11/19/17,New York City,New York,East,United States,10024,11/24/17,Standard Class,5424,113,4,0, $19.00 ,0.27, $69.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1070,445,Kristen Hastings,Corporate,CA-2016-119102,5/23/16,Woonsocket,Rhode Island,East,United States,2895,5/27/16,Standard Class,2176,113,3,0, $14.00 ,0.27, $51.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1071,604,Pete Kriz,Consumer,CA-2017-129126,12/14/17,New York City,New York,East,United States,10011,12/19/17,Standard Class,4332,113,1,0, $5.00 ,0.27, $17.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1072,621,Randy Bradley,Consumer,CA-2018-106068,10/23/18,Austin,Texas,Central,United States,78745,10/28/18,Standard Class,5875,113,1,0.2, $1.00 ,0.09, $14.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1073,639,Rob Haberlin,Consumer,CA-2016-157322,7/2/16,Carol Stream,Illinois,Central,United States,60188,7/6/16,Standard Class,3197,113,5,0.2, $6.00 ,0.09, $69.00 ,Advantus Rolling Storage Box,Office Supplies,Storage,Advantus
1074,12,Alan Dominguez,Home Office,CA-2018-127432,1/22/18,Great Falls,Montana,West,United States,59405,1/27/18,Standard Class,6711,1558,3,0, $56.00 ,0.05," $1,126.00 ",Tennsco Single-Tier Lockers,Office Supplies,Storage,Tennsco
1075,232,Dionis Lloyd,Corporate,US-2018-117723,8/15/18,Philadelphia,Pennsylvania,East,United States,19120,8/18/18,Second Class,9595,1558,6,0.2, $(338.00),-0.19," $1,802.00 ",Tennsco Single-Tier Lockers,Office Supplies,Storage,Tennsco
1076,385,John Dryer,Consumer,CA-2016-134719,10/10/16,Jacksonville,Florida,South,United States,32216,10/15/16,Standard Class,2623,1558,6,0.2, $(338.00),-0.19," $1,802.00 ",Tennsco Single-Tier Lockers,Office Supplies,Storage,Tennsco
1077,442,Ken Lonsdale,Consumer,CA-2015-154641,8/11/15,New York City,New York,East,United States,10035,8/16/15,Standard Class,1321,1558,1,0, $19.00 ,0.05, $375.00 ,Tennsco Single-Tier Lockers,Office Supplies,Storage,Tennsco
1078,472,Liz Preis,Consumer,CA-2018-106782,12/21/18,Lafayette,Indiana,Central,United States,47905,12/27/18,Standard Class,5888,1558,1,0, $19.00 ,0.05, $375.00 ,Tennsco Single-Tier Lockers,Office Supplies,Storage,Tennsco
1079,622,Randy Ferguson,Corporate,CA-2017-163167,11/28/17,Marietta,Georgia,South,United States,30062,12/1/17,Second Class,5377,1558,3,0, $56.00 ,0.05," $1,126.00 ",Tennsco Single-Tier Lockers,Office Supplies,Storage,Tennsco
1080,729,Suzanne McNair,Corporate,CA-2015-122931,9/29/15,Philadelphia,Pennsylvania,East,United States,19134,10/3/15,Standard Class,572,1558,6,0.2, $(338.00),-0.19," $1,802.00 ",Tennsco Single-Tier Lockers,Office Supplies,Storage,Tennsco
1081,791,Yoseph Carroll,Corporate,CA-2018-121741,12/26/18,Fremont,Nebraska,Central,United States,68025,12/26/18,Same Day,6478,1558,2,0, $38.00 ,0.05, $751.00 ,Tennsco Single-Tier Lockers,Office Supplies,Storage,Tennsco
1082,12,Alan Dominguez,Home Office,CA-2018-127432,1/22/18,Great Falls,Montana,West,United States,59405,1/27/18,Standard Class,6712,398,5,0," $1,380.00 ",0.46," $3,000.00 ",Canon Image Class D660 Copier,Technology,Copiers,Canon
1083,205,Dave Kipp,Consumer,CA-2018-100622,11/3/18,Orlando,Florida,South,United States,32839,11/7/18,Standard Class,5642,398,2,0.2, $312.00 ,0.33, $960.00 ,Canon Image Class D660 Copier,Technology,Copiers,Canon
1084,12,Alan Dominguez,Home Office,CA-2018-143245,12/1/18,Fairfield,Connecticut,East,United States,6824,12/6/18,Standard Class,7333,741,3,0, $251.00 ,0.28, $897.00 ,Global Comet Stacking Armless Chair,Furniture,Chairs,Global
1085,39,Angele Hood,Consumer,US-2018-152492,7/6/18,Miami,Florida,South,United States,33142,7/6/18,Same Day,9861,741,1,0.2, $24.00 ,0.1, $239.00 ,Global Comet Stacking Armless Chair,Furniture,Chairs,Global
1086,75,Becky Castell,Home Office,CA-2015-147543,7/6/15,El Cajon,California,West,United States,92020,7/12/15,Standard Class,1177,741,2,0.2, $48.00 ,0.1, $478.00 ,Global Comet Stacking Armless Chair,Furniture,Chairs,Global
1087,188,Damala Kotsonis,Corporate,CA-2018-167094,10/21/18,Springfield,Oregon,West,United States,97477,10/22/18,First Class,8209,741,2,0.2, $48.00 ,0.1, $478.00 ,Global Comet Stacking Armless Chair,Furniture,Chairs,Global
1088,440,Ken Dana,Corporate,US-2016-129007,9/13/16,Anaheim,California,West,United States,92804,9/15/16,First Class,8765,741,3,0.2, $72.00 ,0.1, $718.00 ,Global Comet Stacking Armless Chair,Furniture,Chairs,Global
1089,554,Naresj Patel,Consumer,CA-2015-117464,7/22/15,San Francisco,California,West,United States,94122,7/24/15,Second Class,461,741,3,0.2, $72.00 ,0.1, $718.00 ,Global Comet Stacking Armless Chair,Furniture,Chairs,Global
1090,12,Alan Dominguez,Home Office,CA-2018-160416,11/13/18,Yonkers,New York,East,United States,10701,11/18/18,Second Class,7945,960,4,0, $71.00 ,0.43, $164.00 ,KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,KeyTronic
1091,382,Joel Eaton,Consumer,CA-2015-142048,6/22/15,Louisville,Colorado,West,United States,80027,6/25/15,First Class,1057,960,6,0.2, $57.00 ,0.29, $197.00 ,KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,KeyTronic
1092,12,Alan Dominguez,Home Office,US-2015-152030,12/26/15,Houston,Texas,Central,United States,77041,12/28/15,Second Class,8555,744,3,0.3, $(9.00),-0.01, $601.00 ,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global
1093,133,Caroline Jumper,Consumer,CA-2018-144491,3/27/18,Houston,Texas,Central,United States,77070,4/1/18,Standard Class,7380,744,3,0.3, $(9.00),-0.01, $601.00 ,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global
1094,193,Daniel Byrd,Home Office,CA-2017-101672,10/3/17,Lake Forest,California,West,United States,92630,10/7/17,Standard Class,3527,744,4,0.2, $103.00 ,0.11, $915.00 ,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global
1095,203,Dave Brooks,Consumer,CA-2015-104269,3/1/15,Seattle,Washington,West,United States,98115,3/6/15,Second Class,142,744,2,0.2, $51.00 ,0.11, $458.00 ,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global
1096,231,Dianna Wilson,Home Office,CA-2015-131926,6/1/15,Lakeville,Minnesota,Central,United States,55044,6/6/15,Second Class,832,744,7,0, $581.00 ,0.29," $2,002.00 ",Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global
1097,401,Joy Smith,Consumer,CA-2018-163265,2/16/18,Decatur,Illinois,Central,United States,62521,2/21/18,Standard Class,8077,744,3,0.3, $(9.00),-0.01, $601.00 ,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global
1098,487,Maria Etezadi,Home Office,CA-2015-167199,1/6/15,Henderson,Kentucky,South,United States,42420,1/10/15,Standard Class,1614,744,9,0, $746.00 ,0.29," $2,574.00 ",Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global
1099,572,Nicole Fjeld,Home Office,US-2016-139675,3/13/16,Chico,California,West,United States,95928,3/18/16,Second Class,8827,744,4,0.2, $103.00 ,0.11, $915.00 ,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global
1100,12,Alan Dominguez,Home Office,US-2018-136784,4/30/18,San Francisco,California,West,United States,94122,5/5/18,Standard Class,9763,1712,4,0, $80.00 ,0.49, $164.00 ,Xerox 1919,Office Supplies,Paper,Xerox
1101,176,Corinna Mitchell,Home Office,CA-2016-168088,3/19/16,Houston,Texas,Central,United States,77041,3/22/16,First Class,3424,1712,2,0.2, $24.00 ,0.36, $66.00 ,Xerox 1919,Office Supplies,Paper,Xerox
1102,199,Darren Powers,Consumer,CA-2016-105347,11/24/16,Los Angeles,California,West,United States,90004,11/28/16,Standard Class,1833,1712,9,0, $181.00 ,0.49, $369.00 ,Xerox 1919,Office Supplies,Paper,Xerox
1103,445,Kristen Hastings,Corporate,CA-2015-163223,3/21/15,Springfield,Virginia,South,United States,22153,3/25/15,Standard Class,1488,1712,3,0, $60.00 ,0.49, $123.00 ,Xerox 1919,Office Supplies,Paper,Xerox
1104,650,Roland Schwarz,Corporate,CA-2018-113670,10/15/18,Los Angeles,California,West,United States,90045,10/17/18,First Class,6149,1712,5,0, $100.00 ,0.49, $205.00 ,Xerox 1919,Office Supplies,Paper,Xerox
1105,695,Shaun Chance,Corporate,CA-2018-131366,11/24/18,Lancaster,Pennsylvania,East,United States,17602,11/29/18,Standard Class,6859,1712,7,0.2, $83.00 ,0.36, $230.00 ,Xerox 1919,Office Supplies,Paper,Xerox
1106,736,Ted Butterfield,Consumer,CA-2017-145982,8/27/17,Quincy,Massachusetts,East,United States,2169,9/1/17,Second Class,4858,1712,3,0, $60.00 ,0.49, $123.00 ,Xerox 1919,Office Supplies,Paper,Xerox
1107,739,Thea Hendricks,Consumer,US-2015-133130,9/27/15,San Diego,California,West,United States,92037,10/1/15,Standard Class,8454,1712,2,0, $40.00 ,0.49, $82.00 ,Xerox 1919,Office Supplies,Paper,Xerox
1108,747,Thomas Thornton,Consumer,US-2018-113201,6/30/18,Los Angeles,California,West,United States,90045,7/5/18,Standard Class,9562,1712,5,0, $100.00 ,0.49, $205.00 ,Xerox 1919,Office Supplies,Paper,Xerox
1109,13,Alan Haines,Corporate,CA-2016-125185,3/5/16,Bethlehem,Pennsylvania,East,United States,18018,3/7/16,Second Class,2368,19,2,0.2, $(5.00),-0.16, $34.00 ,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Other
1110,111,Brian Stugart,Consumer,CA-2017-101791,5/27/17,Chicago,Illinois,Central,United States,60623,5/31/17,Standard Class,3532,19,3,0.6, $(33.00),-1.33, $25.00 ,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Other
1111,258,Emily Ducich,Home Office,CA-2018-133102,8/17/18,Houston,Texas,Central,United States,77095,8/24/18,Standard Class,6938,19,2,0.6, $(22.00),-1.33, $17.00 ,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Other
1112,319,Harold Engle,Corporate,CA-2018-140480,7/8/18,Newark,Delaware,East,United States,19711,7/12/18,Standard Class,7207,19,4,0, $6.00 ,0.07, $84.00 ,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Other
1113,353,Jason Gross,Corporate,CA-2017-129728,5/30/17,Los Angeles,California,West,United States,90032,6/6/17,Standard Class,4359,19,8,0, $12.00 ,0.07, $168.00 ,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Other
1114,570,Nick Zandusky,Home Office,US-2018-148054,10/6/18,Meridian,Idaho,West,United States,83642,10/11/18,Standard Class,9837,19,2,0, $3.00 ,0.07, $42.00 ,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Other
1115,13,Alan Haines,Corporate,CA-2016-125185,3/5/16,Bethlehem,Pennsylvania,East,United States,18018,3/7/16,Second Class,2369,1457,2,0.3, $(7.00),-0.07, $99.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1116,55,Anthony Rawles,Corporate,US-2017-148110,9/5/17,Austin,Texas,Central,United States,78745,9/11/17,Standard Class,9279,1457,7,0.3, $(25.00),-0.07, $348.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1117,75,Becky Castell,Home Office,CA-2018-113530,5/19/18,San Francisco,California,West,United States,94109,5/21/18,Second Class,6145,1457,12,0.2, $43.00 ,0.06, $681.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1118,127,Carlos Daly,Consumer,CA-2016-101910,11/27/16,Lake Elsinore,California,West,United States,92530,12/3/16,Standard Class,1723,1457,5,0.2, $18.00 ,0.06, $284.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1119,198,Darren Koutras,Consumer,CA-2016-134894,12/7/16,Henderson,Kentucky,South,United States,42420,12/11/16,Standard Class,2631,1457,4,0, $71.00 ,0.25, $284.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1120,211,David Smith,Corporate,CA-2017-127243,11/28/17,Philadelphia,Pennsylvania,East,United States,19140,12/4/17,Standard Class,4280,1457,7,0.3, $(25.00),-0.07, $348.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1121,390,John Murray,Consumer,CA-2017-130393,12/1/17,San Angelo,Texas,Central,United States,76903,12/3/17,Second Class,4381,1457,5,0.3, $(18.00),-0.07, $248.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1122,427,Katrina Edelman,Corporate,US-2015-109162,6/8/15,Bristol,Tennessee,South,United States,37620,6/12/15,Standard Class,8352,1457,3,0.2, $11.00 ,0.06, $170.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1123,532,Michelle Arnett,Home Office,CA-2018-123638,6/27/18,Watertown,New York,East,United States,13601,7/4/18,Standard Class,6578,1457,3,0.1, $32.00 ,0.17, $192.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1124,534,Michelle Huthwaite,Consumer,CA-2015-150301,7/8/15,Buffalo,New York,East,United States,14215,7/10/15,First Class,1221,1457,1,0.1, $11.00 ,0.17, $64.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1125,559,Natalie Webber,Consumer,US-2016-160857,5/8/16,New York City,New York,East,United States,10024,5/15/16,Standard Class,8908,1457,2,0.1, $21.00 ,0.17, $128.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1126,583,Pamela Stobb,Consumer,CA-2017-153269,3/9/17,Andover,Massachusetts,East,United States,1810,3/12/17,First Class,5061,1457,5,0, $89.00 ,0.25, $355.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1127,690,Seth Vernon,Consumer,CA-2017-157511,9/18/17,Columbus,Ohio,East,United States,43229,9/20/17,First Class,5183,1457,2,0.3, $(7.00),-0.07, $99.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1128,690,Seth Vernon,Consumer,US-2018-165358,7/18/18,Philadelphia,Pennsylvania,East,United States,19134,7/23/18,Standard Class,9960,1457,4,0.3, $(14.00),-0.07, $199.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1129,694,Sharelle Roach,Home Office,CA-2018-100412,12/22/18,Tuscaloosa,Alabama,South,United States,35401,12/26/18,Standard Class,5628,1457,2,0, $35.00 ,0.25, $142.00 ,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other
1130,13,Alan Haines,Corporate,CA-2017-112697,12/18/17,Tamarac,Florida,South,United States,33319,12/20/17,Second Class,3848,40,2,0.2, $24.00 ,0.13, $195.00 ,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Acco
1131,147,Chris Cortes,Consumer,CA-2018-119914,5/4/18,Westminster,California,West,United States,92683,5/9/18,Second Class,6387,40,2,0, $73.00 ,0.3, $243.00 ,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Acco
1132,275,Eugene Moren,Home Office,CA-2017-152730,5/30/17,Superior,Wisconsin,Central,United States,54880,6/4/17,Standard Class,5047,40,3,0, $109.00 ,0.3, $365.00 ,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Acco
1133,346,Jamie Kunitz,Consumer,CA-2018-123491,10/30/18,San Francisco,California,West,United States,94122,11/5/18,Standard Class,6576,40,14,0, $511.00 ,0.3," $1,702.00 ","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Acco
1134,378,Jim Sink,Corporate,CA-2018-104864,11/18/18,Miramar,Florida,South,United States,33023,11/23/18,Second Class,5818,40,4,0.2, $49.00 ,0.13, $389.00 ,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Acco
1135,429,Kean Nguyen,Corporate,CA-2016-123456,7/9/16,Dallas,Texas,Central,United States,75220,7/13/16,Standard Class,2319,40,2,0.8, $(122.00),-2.5, $49.00 ,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Acco
1136,699,Shirley Jackson,Consumer,US-2018-152366,4/21/18,Houston,Texas,Central,United States,77036,4/25/18,Second Class,9859,40,4,0.8, $(243.00),-2.5, $97.00 ,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Acco
1137,13,Alan Haines,Corporate,CA-2017-112697,12/18/17,Tamarac,Florida,South,United States,33319,12/20/17,Second Class,3849,718,7,0.7, $(169.00),-0.67, $254.00 ,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,GBC
1138,286,Frank Olsen,Consumer,US-2018-107979,6/8/18,Glendale,Arizona,West,United States,85301,6/13/18,Standard Class,9506,718,2,0.7, $(48.00),-0.67, $73.00 ,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,GBC
1139,635,Rick Wilson,Corporate,CA-2016-124800,9/26/16,Mesa,Arizona,West,United States,85204,9/30/16,Standard Class,2351,718,2,0.7, $(48.00),-0.67, $73.00 ,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,GBC
1140,772,Troy Staebel,Consumer,CA-2018-163160,10/13/18,Freeport,Illinois,Central,United States,61032,10/16/18,First Class,8069,718,4,0.8, $(145.00),-1.5, $97.00 ,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,GBC
1141,13,Alan Haines,Corporate,CA-2017-112697,12/18/17,Tamarac,Florida,South,United States,33319,12/20/17,Second Class,3850,1307,5,0.2, $(204.00),-0.21, $961.00 ,Premier Automatic Letter Opener,Office Supplies,Supplies,Other
1142,55,Anthony Rawles,Corporate,CA-2018-141425,11/2/18,Columbus,Ohio,East,United States,43229,11/6/18,Second Class,7257,1307,2,0.2, $(82.00),-0.21, $385.00 ,Premier Automatic Letter Opener,Office Supplies,Supplies,Other
1143,201,Darrin Sayre,Home Office,CA-2018-144848,4/4/18,New York City,New York,East,United States,10009,4/5/18,First Class,7403,1307,1,0, $7.00 ,0.03, $240.00 ,Premier Automatic Letter Opener,Office Supplies,Supplies,Other
1144,411,Justin Hirsh,Consumer,CA-2017-161907,4/5/17,Philadelphia,Pennsylvania,East,United States,19140,4/9/17,Standard Class,5336,1307,4,0.2, $(163.00),-0.21, $769.00 ,Premier Automatic Letter Opener,Office Supplies,Supplies,Other
1145,757,Todd Sumrall,Corporate,CA-2015-101931,10/28/15,Los Angeles,California,West,United States,90049,10/31/15,First Class,59,1307,2,0, $14.00 ,0.03, $481.00 ,Premier Automatic Letter Opener,Office Supplies,Supplies,Other
1146,13,Alan Haines,Corporate,CA-2018-123043,8/24/18,New York City,New York,East,United States,10024,8/29/18,Standard Class,6560,68,1,0.2, $1.00 ,0.35, $4.00 ,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco
1147,201,Darrin Sayre,Home Office,CA-2018-131954,1/21/18,Seattle,Washington,West,United States,98115,1/25/18,Standard Class,6880,68,5,0.2, $7.00 ,0.35, $19.00 ,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco
1148,250,Edward Hooks,Corporate,US-2017-119046,6/2/17,Seattle,Washington,West,United States,98115,6/6/17,Standard Class,9108,68,3,0.2, $4.00 ,0.35, $11.00 ,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco
1149,270,Erin Mull,Consumer,CA-2017-155670,8/13/17,Jacksonville,North Carolina,South,United States,28540,8/17/17,Second Class,5128,68,8,0.7, $(8.00),-0.73, $11.00 ,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco
1150,348,Janet Lee,Consumer,US-2018-163657,9/2/18,Los Angeles,California,West,United States,90049,9/6/18,Standard Class,9944,68,5,0.2, $7.00 ,0.35, $19.00 ,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco
1151,455,Lauren Leatherbury,Consumer,CA-2015-153927,8/12/15,Woodstock,Georgia,South,United States,30188,8/13/15,First Class,1293,68,3,0, $7.00 ,0.48, $14.00 ,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco
1152,614,Phillip Flathmann,Consumer,US-2017-163258,12/29/17,Los Angeles,California,West,United States,90045,1/2/18,Standard Class,9379,68,3,0.2, $4.00 ,0.35, $11.00 ,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco
1153,741,Theone Pippenger,Consumer,CA-2016-126970,9/20/16,Naperville,Illinois,Central,United States,60540,9/24/16,Standard Class,2410,68,3,0.8, $(4.00),-1.6, $3.00 ,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco
1154,13,Alan Haines,Corporate,CA-2018-123043,8/24/18,New York City,New York,East,United States,10024,8/29/18,Standard Class,6561,535,4,0.2, $8.00 ,0.31, $25.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1155,17,Alejandro Ballentine,Home Office,CA-2017-151155,12/20/17,Jackson,Mississippi,South,United States,39212,12/24/17,Standard Class,4995,535,2,0, $7.00 ,0.45, $15.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1156,83,Benjamin Venier,Corporate,CA-2018-104220,1/30/18,Des Moines,Iowa,Central,United States,50315,2/5/18,Standard Class,5784,535,1,0, $3.00 ,0.45, $8.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1157,114,Brosina Hoffman,Consumer,CA-2015-115812,6/9/15,Los Angeles,California,West,United States,90032,6/14/15,Standard Class,416,535,3,0.2, $6.00 ,0.31, $19.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1158,240,Doug Bickford,Consumer,CA-2015-137351,9/30/15,Seattle,Washington,West,United States,98105,10/4/15,Standard Class,939,535,7,0.2, $13.00 ,0.31, $43.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1159,420,Karl Braun,Consumer,CA-2018-147354,3/9/18,Los Angeles,California,West,United States,90008,3/13/18,Standard Class,7498,535,5,0.2, $10.00 ,0.31, $31.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1160,502,Mathew Reese,Home Office,US-2018-139465,8/27/18,New York City,New York,East,United States,10024,8/30/18,First Class,9769,535,6,0.2, $12.00 ,0.31, $37.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1161,692,Shahid Hopkins,Consumer,CA-2018-168900,5/4/18,Springfield,Ohio,East,United States,45503,5/9/18,Standard Class,8283,535,1,0.7, $(2.00),-0.83, $2.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1162,714,Steven Cartwright,Consumer,CA-2017-103730,6/12/17,Wilmington,Delaware,East,United States,19805,6/15/17,First Class,3572,535,4,0, $14.00 ,0.45, $31.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1163,717,Stewart Carmichael,Corporate,CA-2017-131744,6/18/17,Philadelphia,Pennsylvania,East,United States,19134,6/20/17,Second Class,4425,535,2,0.7, $(4.00),-0.83, $5.00 ,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,DXL
1164,14,Alan Hwang,Consumer,CA-2015-153983,11/29/15,San Francisco,California,West,United States,94122,12/6/15,Standard Class,1302,1507,5,0, $15.00 ,0.5, $30.00 ,Staples,Office Supplies,Fasteners,Other
1165,53,Anthony Johnson,Corporate,CA-2017-123946,9/12/17,Springfield,Virginia,South,United States,22153,9/17/17,Standard Class,4167,1507,3,0, $5.00 ,0.46, $11.00 ,Staples,Office Supplies,Fasteners,Other
1166,66,Barry Blumstein,Corporate,CA-2017-103947,4/1/17,Sierra Vista,Arizona,West,United States,85635,4/8/17,Standard Class,3580,1507,5,0.2, $10.00 ,0.31, $32.00 ,Staples,Office Supplies,Fasteners,Other
1167,73,Bart Pistole,Corporate,CA-2018-105445,2/20/18,Louisville,Colorado,West,United States,80027,2/25/18,Second Class,5847,1507,3,0.2, $3.00 ,0.33, $9.00 ,Staples,Office Supplies,Fasteners,Other
1168,92,Bill Stewart,Corporate,US-2015-134712,11/29/15,Skokie,Illinois,Central,United States,60076,12/4/15,Standard Class,8460,1507,2,0.2, $4.00 ,0.31, $13.00 ,Staples,Office Supplies,Fasteners,Other
1169,98,Brad Norvell,Corporate,CA-2016-106215,4/16/16,Philadelphia,Pennsylvania,East,United States,19143,4/21/16,Standard Class,1860,1507,4,0.2, $4.00 ,0.33, $13.00 ,Staples,Office Supplies,Fasteners,Other
1170,107,Brian Dahlen,Consumer,CA-2016-158792,12/26/16,Lawrence,Massachusetts,East,United States,1841,1/2/17,Standard Class,3234,1507,5,0, $10.00 ,0.47, $22.00 ,Staples,Office Supplies,Fasteners,Other
1171,129,Carlos Soltero,Consumer,CA-2018-144365,10/24/18,Jackson,Mississippi,South,United States,39212,10/30/18,Standard Class,7372,1507,4,0, $5.00 ,0.45, $12.00 ,Staples,Office Supplies,Fasteners,Other
1172,162,Chuck Magee,Consumer,CA-2017-133697,10/20/17,Houston,Texas,Central,United States,77095,10/24/17,Second Class,4474,1507,4,0.2, $8.00 ,0.31, $25.00 ,Staples,Office Supplies,Fasteners,Other
1173,185,Cynthia Delaney,Home Office,CA-2015-139857,2/2/15,San Diego,California,West,United States,92037,2/6/15,Standard Class,993,1507,5,0, $6.00 ,0.47, $12.00 ,Staples,Office Supplies,Fasteners,Other
1174,185,Cynthia Delaney,Home Office,CA-2015-166961,12/27/15,Moreno Valley,California,West,United States,92553,12/31/15,Standard Class,1601,1507,3,0, $4.00 ,0.46, $8.00 ,Staples,Office Supplies,Fasteners,Other
